Article Number,URL of article,Fake or Satire?,URL of rebutting article,Fake or Satire?.1,content_1,content_2
373.0,http://freshdaily.news/hillary-clinton-was-caught-giving-800-00-to-fund-antifa/,Fake,http://www.factcheck.org/2017/08/charlottesville-driver-clinton-supporter/,Fake,[],[]
374.0,http://www.react365.com/59c10e5e305dc/child-support-said-to-end-by-beginning-of-2018.html,Fake,http://www.snopes.com/no-child-support-2017/,Fake,"['* Required fields', 'You must be creative but keep in mind to make it fun.', 'Choose a catchy title for your joke. Make your friends curious.', 'Be creative and make your friends curious.', 'Upload one or search one. Make sure they are free of use!', 'Any bullying, racist, homophobic or pornographic jokes are prohibited. Do not hesitate to report any inappropriate content by contacting us via the Contact Form.', 'This website is an entertainment website, jokes are created by users. These are humorous jokes, fantasy, fictional, that should not be seriously taken or as a source of information.', '\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n']",[]
380.0,http://freshdaily.news/susan-rices-housekeeper-found-dead-in-a-lake-after-fbi-interview/,Fake,https://hoax-alert.leadstories.com/3468778-fake-news-susan-rice-housekeeper-not-found-dead-in-a-lake-after-fbi-interview.html,Fake,[],[]
381.0,http://www.react365.com/59c06b7b050bf/no-more-child-support-after-2017.html,Fake,http://www.snopes.com/no-child-support-2017/,Fake,"[' Sunday 21 February    379046 Shares', 'Donald trump and congress members held a meeting to pass a law stating that in 2018 all fathers that\'s on child support will be taken off and women will no longer be able to put men on child support no matter if he doing for his child or not. Trump also stated "" we have men that\'s paying child support and they still can\'t see their kids or they paying child support and the female parent is not using that money for a good need or doesn\'t spend a dime on that child/kids. So my goal is to have this law passed before we enter into 2018. I am your president of the united states may we make America great again.""', 'This website is an entertainment website, jokes are created by users. These are humorous jokes, fantasy, fictional, that should not be seriously taken or as a source of information.', '\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n']",[' Report Abuse']
382.0,http://www.react365.com/5937926875fad/richmond-begins-mass-relocation-of-low-income-blacks-to-decrease-city-poverty-rate.html,Fake,http://www.snopes.com/richmond-relocation-poverty/,Fake,[],[]
383.0,http://www.react365.com/593772260076e/richmond-cop-kills-3-yr-old-baby-on-chamberlayne-during-shootout.html,Fake,http://www.snopes.com/virginia-police-child-shootout/,Fake,[],[]
384.0,http://www.react365.com/58ec4eb5bdc6f/marijuana-now-legal-in-state-of-texas.html,Fake,http://www.snopes.com/marijuana-legalized-texas/,Fake,"['This website is an entertainment website, jokes are created by users. These are humorous jokes, fantasy, fictional, that should not be seriously taken or as a source of information.', '\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n']",[' Report Abuse']
385.0,http://www.voxtribune.com/busted-hillarys-million-dollar-scandal-russia-definitively-uncovered/,Fake,http://www.snopes.com/hillary-clinton-uranium-russia-deal/,Fake,[],[]
386.0,http://freshdaily.news/the-blankets-barack-obama-sent-hurricane-victims-are-infested-with-bedbugs/,Fake,http://www.business2community.com/government-politics/barack-obama-sending-hurricane-harvey-victims-blankets-infested-bedbugs-fake-news-01910539#o05yiYJOTHRjDo7Z.97,Fake,[],[]
387.0,http://freshdaily.news/clinton-foundations-sends-water-to-houstonfor-7-a-bottle/,Fake,http://www.business2community.com/us-news/clinton-foundation-sending-water-houston-7-bottle-following-hurricane-harvey-fake-news-01913416#OoQK6UP5jusCgh4p.97,Fake,[],[]
391.0,http://lahrennews.com/support-trump-canceling-funding-obamas-free-house-library-click-vote/,Fake,http://www.factcheck.org/2017/08/obama-center-not-federally-funded/,Fake,[],[]
392.0,http://xbn-news.com/index.php/2017/09/17/obama-just-announced-summit-chicago-will-bring-100s-world-leaders-together-attempt-take-presidency/,Fake,https://www.obama.org/summit/,Fake,[],[]
393.0,http://xbn-news.com/index.php/2017/08/08/breaking-malia-obama-busted-buying-6-pounds-marijuana-chicago/,Fake,http://college.usatoday.com/2017/08/22/spotted-malia-obama-moving-in-to-harvard/,Fake,[],[]
394.0,http://xbn-news.com/index.php/2017/06/27/cnn-admits-spread-fake-news-forced-apologize/,Fake,http://www.cnn.com/2017/06/23/politics/editors-note/index.html,Fake,[],[]
395.0,http://xbn-news.com/index.php/2017/07/16/mexican-president-agree-pay-wall-deal-includes-returning-texas-mexico/,Fake,http://www.businessinsider.com/mexico-president-us-border-wall-2017-1,Fake,[],[]
396.0,http://xbn-news.com/index.php/2017/08/06/feinstein-cant-increase-immigration-enforcement-no-one-will-pick-fruit/,Fake,https://www.feinstein.senate.gov/public/index.cfm/press-releases?id=0CDB72B8-18C9-4A5D-80FD-01824E90FF57,Fake,[],[]
397.0,http://www.nationalinsiderpolitics.com/2017/08/15/breaking-congress-just-outlawed-barack-obama-huge/,Fake,http://www.cnn.com/2017/09/20/politics/obama-gates-foundation/index.html,Fake,[],[]
398.0,http://www.nationalinsiderpolitics.com/2017/08/23/bombshell-obama-sweating-bullets-trump-wasnt-one-obama-tapping-face-prison/,Fake,http://www.snopes.com/2017/03/04/trump-accuses-obama-of-tapping-phones/,Fake,[],[]
399.0,http://www.nationalinsiderpolitics.com/2017/08/25/george-soros-furious-cops-shut-lethal-trap-set-trump-supporters-arizona/,Fake,http://www.snopes.com/2017/08/17/jason-kessler-soros-deep-state-plant/,Fake,[],[]
402.0,http://endoftheamericandream.com/archives/you-will-be-shocked-when-you-learn-what-planned-parenthood-wants-to-teach-preschoolers-about-sex,Fake,https://www.plannedparenthood.org/learn/parents/preschool/how-do-i-talk-my-preschooler-about-their-body,Fake,"['\n\t\t\t\tLife As You Have Known It Will Never Be The Same Again…\n\t\t\t', 'Despite all of the craziness that is going on out there, many pundits are trying to convince us that life will soon “return to normal” and that great days are just around the corner.\xa0 They are telling us this despite the fact that the state of Texas has been in a state of collapse this week, the real economy continues to implode, the unemployment numbers are going up, civil unrest continues to rage in our streets on a nightly basis, and our entire planet continues to become even more unstable.\xa0 Those that believe that happy days are here again have a fundamental misunderstanding of the times in which we live.\xa0 This isn’t a period of time when America is going to “build back better”.\xa0 Rather, this is a time when America is going to go even deeper into “the perfect storm”. (Read More...)', 'I know that most Americans don’t understand much about\xa0etiquette these days, but I still expected better than this.\xa0 When someone passes away, it is customary to say positive things about the deceased.\xa0 If you can’t find anything positive to say, then you should say nothing at all.\xa0 At one time, it would have been considered to be extremely rude to make bitter and nasty comments about someone that has just died, but in America today people just do whatever they feel like doing.\xa0 Proper etiquette is a thing of the past, and at this point we have essentially become a nation of degenerate “pig people” that have no respect for anyone or anything. (Read More...)', 'Many Americans were perfectly fine with Islamic terrorists being shipped off to Guantanamo Bay where they would be endlessly waterboarded and tortured in countless other ways.\xa0 But now members of Congress are talking about “applying the same penalties” to domestic “extremists” here in the United States.\xa0 Does that mean that American citizens will soon be grabbed off the streets and sent to prison camps indefinitely without a trial?\xa0 Personally, I am very much against terrorism wherever it is found all over the globe, but what some of our politicians are proposing to do to fight “domestic extremism” goes way over the line.\xa0 Once you are done reading this article, I believe that you will share my concerns. (Read More...)', 'Over the past year we have seen a mass exodus from major cities along the west coast, but what is happening to San Francisco is particularly sad.\xa0 Once upon a time, San Francisco was one of the most beautiful cities on the entire planet.\xa0 There is so much culture there, and the rolling hills make it a place like no other.\xa0 And thanks to the tech boom in Silicon Valley, it has become one of the most prosperous cities in the whole country.\xa0 So why have hordes of San Francisco residents decided to leave and never look back? (Read More...)', 'I think that everyone can agree that our world is becoming stranger with each passing day.\xa0 As I survey the news on a daily basis, I am absolutely astounded by the bizarre things that I come across.\xa0 When I was growing up, our world seemed like such a stable and predictable place, but that is definitely no longer the case.\xa0 These days, we are constantly seeing things happen that I never thought that we would actually see, and that includes officials at the Pentagon admitting\xa0that they have been testing wreckage from UFO crashes… (Read More...)', 'Throughout human history, our God-given liberties and freedoms have often been brutally crushed by oppressive governments, and that is still happening all over the world today.\xa0 But in our time, an additional threat to our liberties and freedoms has emerged.\xa0 Global corporations just continue to get larger and more powerful, and in recent years they have been increasingly using that power to shape society.\xa0 This is a very dangerous trend, because in the western world many of the constraints that our national governments are forced to operate under simply do not apply to corporations.\xa0 This gives them an enormous amount of leverage, and they are using it. (Read More...)', 'Do they secretly want Trump to lose?\xa0 To me, that appears to be the best explanation for the utter incompetence that has been displayed by Trump’s lawyers so far.\xa0 Yes, they didn’t have that much time to prepare.\xa0 But these are very experienced attorneys that have spent decades perfecting their skills in court.\xa0 Even with minimal preparation, these veterans should have been able to put up a competent defense.\xa0 But instead, we witnessed the sort of a performance that we might expect from Lionel Hutz from the Simpsons.\xa0 Something seems really off, and that does not bode well for Trump. (Read More...)', '', '', '', '', '', '', 'Enter your email address to subscribe to End Of The American Dream:', '', 'Delivered by FeedBurner', '', '']",[]
403.0,http://endoftheamericandream.com/archives/we-need-to-build-trumps-wall-and-we-need-to-build-it-tall-and-strong,Fake,https://en.wikipedia.org/wiki/Global_Peace_Index,Fake,"['\n\t\t\t\tLife As You Have Known It Will Never Be The Same Again…\n\t\t\t', 'Despite all of the craziness that is going on out there, many pundits are trying to convince us that life will soon “return to normal” and that great days are just around the corner.\xa0 They are telling us this despite the fact that the state of Texas has been in a state of collapse this week, the real economy continues to implode, the unemployment numbers are going up, civil unrest continues to rage in our streets on a nightly basis, and our entire planet continues to become even more unstable.\xa0 Those that believe that happy days are here again have a fundamental misunderstanding of the times in which we live.\xa0 This isn’t a period of time when America is going to “build back better”.\xa0 Rather, this is a time when America is going to go even deeper into “the perfect storm”. (Read More...)', 'I know that most Americans don’t understand much about\xa0etiquette these days, but I still expected better than this.\xa0 When someone passes away, it is customary to say positive things about the deceased.\xa0 If you can’t find anything positive to say, then you should say nothing at all.\xa0 At one time, it would have been considered to be extremely rude to make bitter and nasty comments about someone that has just died, but in America today people just do whatever they feel like doing.\xa0 Proper etiquette is a thing of the past, and at this point we have essentially become a nation of degenerate “pig people” that have no respect for anyone or anything. (Read More...)', 'Many Americans were perfectly fine with Islamic terrorists being shipped off to Guantanamo Bay where they would be endlessly waterboarded and tortured in countless other ways.\xa0 But now members of Congress are talking about “applying the same penalties” to domestic “extremists” here in the United States.\xa0 Does that mean that American citizens will soon be grabbed off the streets and sent to prison camps indefinitely without a trial?\xa0 Personally, I am very much against terrorism wherever it is found all over the globe, but what some of our politicians are proposing to do to fight “domestic extremism” goes way over the line.\xa0 Once you are done reading this article, I believe that you will share my concerns. (Read More...)', 'Over the past year we have seen a mass exodus from major cities along the west coast, but what is happening to San Francisco is particularly sad.\xa0 Once upon a time, San Francisco was one of the most beautiful cities on the entire planet.\xa0 There is so much culture there, and the rolling hills make it a place like no other.\xa0 And thanks to the tech boom in Silicon Valley, it has become one of the most prosperous cities in the whole country.\xa0 So why have hordes of San Francisco residents decided to leave and never look back? (Read More...)', 'I think that everyone can agree that our world is becoming stranger with each passing day.\xa0 As I survey the news on a daily basis, I am absolutely astounded by the bizarre things that I come across.\xa0 When I was growing up, our world seemed like such a stable and predictable place, but that is definitely no longer the case.\xa0 These days, we are constantly seeing things happen that I never thought that we would actually see, and that includes officials at the Pentagon admitting\xa0that they have been testing wreckage from UFO crashes… (Read More...)', 'Throughout human history, our God-given liberties and freedoms have often been brutally crushed by oppressive governments, and that is still happening all over the world today.\xa0 But in our time, an additional threat to our liberties and freedoms has emerged.\xa0 Global corporations just continue to get larger and more powerful, and in recent years they have been increasingly using that power to shape society.\xa0 This is a very dangerous trend, because in the western world many of the constraints that our national governments are forced to operate under simply do not apply to corporations.\xa0 This gives them an enormous amount of leverage, and they are using it. (Read More...)', 'Do they secretly want Trump to lose?\xa0 To me, that appears to be the best explanation for the utter incompetence that has been displayed by Trump’s lawyers so far.\xa0 Yes, they didn’t have that much time to prepare.\xa0 But these are very experienced attorneys that have spent decades perfecting their skills in court.\xa0 Even with minimal preparation, these veterans should have been able to put up a competent defense.\xa0 But instead, we witnessed the sort of a performance that we might expect from Lionel Hutz from the Simpsons.\xa0 Something seems really off, and that does not bode well for Trump. (Read More...)', '', '', '', '', '', '', 'Enter your email address to subscribe to End Of The American Dream:', '', 'Delivered by FeedBurner', '', '']",[]
404.0,http://endoftheamericandream.com/archives/there-are-population-control-centers-all-over-america-they-are-called-planned-parenthood-clinics,Fake,http://www.snopes.com/planned-parenthood-abortion-quotas/,Fake,"['\n\t\t\t\tLife As You Have Known It Will Never Be The Same Again…\n\t\t\t', 'Despite all of the craziness that is going on out there, many pundits are trying to convince us that life will soon “return to normal” and that great days are just around the corner.\xa0 They are telling us this despite the fact that the state of Texas has been in a state of collapse this week, the real economy continues to implode, the unemployment numbers are going up, civil unrest continues to rage in our streets on a nightly basis, and our entire planet continues to become even more unstable.\xa0 Those that believe that happy days are here again have a fundamental misunderstanding of the times in which we live.\xa0 This isn’t a period of time when America is going to “build back better”.\xa0 Rather, this is a time when America is going to go even deeper into “the perfect storm”. (Read More...)', 'I know that most Americans don’t understand much about\xa0etiquette these days, but I still expected better than this.\xa0 When someone passes away, it is customary to say positive things about the deceased.\xa0 If you can’t find anything positive to say, then you should say nothing at all.\xa0 At one time, it would have been considered to be extremely rude to make bitter and nasty comments about someone that has just died, but in America today people just do whatever they feel like doing.\xa0 Proper etiquette is a thing of the past, and at this point we have essentially become a nation of degenerate “pig people” that have no respect for anyone or anything. (Read More...)', 'Many Americans were perfectly fine with Islamic terrorists being shipped off to Guantanamo Bay where they would be endlessly waterboarded and tortured in countless other ways.\xa0 But now members of Congress are talking about “applying the same penalties” to domestic “extremists” here in the United States.\xa0 Does that mean that American citizens will soon be grabbed off the streets and sent to prison camps indefinitely without a trial?\xa0 Personally, I am very much against terrorism wherever it is found all over the globe, but what some of our politicians are proposing to do to fight “domestic extremism” goes way over the line.\xa0 Once you are done reading this article, I believe that you will share my concerns. (Read More...)', 'Over the past year we have seen a mass exodus from major cities along the west coast, but what is happening to San Francisco is particularly sad.\xa0 Once upon a time, San Francisco was one of the most beautiful cities on the entire planet.\xa0 There is so much culture there, and the rolling hills make it a place like no other.\xa0 And thanks to the tech boom in Silicon Valley, it has become one of the most prosperous cities in the whole country.\xa0 So why have hordes of San Francisco residents decided to leave and never look back? (Read More...)', 'I think that everyone can agree that our world is becoming stranger with each passing day.\xa0 As I survey the news on a daily basis, I am absolutely astounded by the bizarre things that I come across.\xa0 When I was growing up, our world seemed like such a stable and predictable place, but that is definitely no longer the case.\xa0 These days, we are constantly seeing things happen that I never thought that we would actually see, and that includes officials at the Pentagon admitting\xa0that they have been testing wreckage from UFO crashes… (Read More...)', 'Throughout human history, our God-given liberties and freedoms have often been brutally crushed by oppressive governments, and that is still happening all over the world today.\xa0 But in our time, an additional threat to our liberties and freedoms has emerged.\xa0 Global corporations just continue to get larger and more powerful, and in recent years they have been increasingly using that power to shape society.\xa0 This is a very dangerous trend, because in the western world many of the constraints that our national governments are forced to operate under simply do not apply to corporations.\xa0 This gives them an enormous amount of leverage, and they are using it. (Read More...)', 'Do they secretly want Trump to lose?\xa0 To me, that appears to be the best explanation for the utter incompetence that has been displayed by Trump’s lawyers so far.\xa0 Yes, they didn’t have that much time to prepare.\xa0 But these are very experienced attorneys that have spent decades perfecting their skills in court.\xa0 Even with minimal preparation, these veterans should have been able to put up a competent defense.\xa0 But instead, we witnessed the sort of a performance that we might expect from Lionel Hutz from the Simpsons.\xa0 Something seems really off, and that does not bode well for Trump. (Read More...)', '', '', '', '', '', '', 'Enter your email address to subscribe to End Of The American Dream:', '', 'Delivered by FeedBurner', '', '']",[]
405.0,http://endoftheamericandream.com/archives/dreams-and-visions-of-jesus-are-fueling-the-explosive-growth-of-christianity-in-muslim-nations-worldwide,Fake,http://www.pewforum.org/2015/04/02/religious-projections-2010-2050/,Fake,"['\n\t\t\t\tLife As You Have Known It Will Never Be The Same Again…\n\t\t\t', 'Despite all of the craziness that is going on out there, many pundits are trying to convince us that life will soon “return to normal” and that great days are just around the corner.\xa0 They are telling us this despite the fact that the state of Texas has been in a state of collapse this week, the real economy continues to implode, the unemployment numbers are going up, civil unrest continues to rage in our streets on a nightly basis, and our entire planet continues to become even more unstable.\xa0 Those that believe that happy days are here again have a fundamental misunderstanding of the times in which we live.\xa0 This isn’t a period of time when America is going to “build back better”.\xa0 Rather, this is a time when America is going to go even deeper into “the perfect storm”. (Read More...)', 'I know that most Americans don’t understand much about\xa0etiquette these days, but I still expected better than this.\xa0 When someone passes away, it is customary to say positive things about the deceased.\xa0 If you can’t find anything positive to say, then you should say nothing at all.\xa0 At one time, it would have been considered to be extremely rude to make bitter and nasty comments about someone that has just died, but in America today people just do whatever they feel like doing.\xa0 Proper etiquette is a thing of the past, and at this point we have essentially become a nation of degenerate “pig people” that have no respect for anyone or anything. (Read More...)', 'Many Americans were perfectly fine with Islamic terrorists being shipped off to Guantanamo Bay where they would be endlessly waterboarded and tortured in countless other ways.\xa0 But now members of Congress are talking about “applying the same penalties” to domestic “extremists” here in the United States.\xa0 Does that mean that American citizens will soon be grabbed off the streets and sent to prison camps indefinitely without a trial?\xa0 Personally, I am very much against terrorism wherever it is found all over the globe, but what some of our politicians are proposing to do to fight “domestic extremism” goes way over the line.\xa0 Once you are done reading this article, I believe that you will share my concerns. (Read More...)', 'Over the past year we have seen a mass exodus from major cities along the west coast, but what is happening to San Francisco is particularly sad.\xa0 Once upon a time, San Francisco was one of the most beautiful cities on the entire planet.\xa0 There is so much culture there, and the rolling hills make it a place like no other.\xa0 And thanks to the tech boom in Silicon Valley, it has become one of the most prosperous cities in the whole country.\xa0 So why have hordes of San Francisco residents decided to leave and never look back? (Read More...)', 'I think that everyone can agree that our world is becoming stranger with each passing day.\xa0 As I survey the news on a daily basis, I am absolutely astounded by the bizarre things that I come across.\xa0 When I was growing up, our world seemed like such a stable and predictable place, but that is definitely no longer the case.\xa0 These days, we are constantly seeing things happen that I never thought that we would actually see, and that includes officials at the Pentagon admitting\xa0that they have been testing wreckage from UFO crashes… (Read More...)', 'Throughout human history, our God-given liberties and freedoms have often been brutally crushed by oppressive governments, and that is still happening all over the world today.\xa0 But in our time, an additional threat to our liberties and freedoms has emerged.\xa0 Global corporations just continue to get larger and more powerful, and in recent years they have been increasingly using that power to shape society.\xa0 This is a very dangerous trend, because in the western world many of the constraints that our national governments are forced to operate under simply do not apply to corporations.\xa0 This gives them an enormous amount of leverage, and they are using it. (Read More...)', 'Do they secretly want Trump to lose?\xa0 To me, that appears to be the best explanation for the utter incompetence that has been displayed by Trump’s lawyers so far.\xa0 Yes, they didn’t have that much time to prepare.\xa0 But these are very experienced attorneys that have spent decades perfecting their skills in court.\xa0 Even with minimal preparation, these veterans should have been able to put up a competent defense.\xa0 But instead, we witnessed the sort of a performance that we might expect from Lionel Hutz from the Simpsons.\xa0 Something seems really off, and that does not bode well for Trump. (Read More...)', '', '', '', '', '', '', 'Enter your email address to subscribe to End Of The American Dream:', '', 'Delivered by FeedBurner', '', '']",[]
407.0,http://donaldtrumppotus45.com/2017/07/19/look-whats-dropped-by-70-since-trump-took-office-yep-you-guessed-it/,Fake,http://www.factcheck.org/2017/07/trumps-border-boast/,Fake,[],[]
408.0,http://donaldtrumppotus45.com/2017/04/03/hillary-clinton-resurfaces-in-washington-makes-vile-statement-about-trump-instantly-gets-shut-down/,Fake,http://time.com/4721094/hillary-clinton-georgetown-transcript/,Fake,[],[]
410.0,http://donaldtrumppotus45.com/2017/03/20/update-paris-in-complete-chaos-look-whats-happening-now/,Fake,http://www.snopes.com/paris-muslim-siege-false/,Fake,[],[]
411.0,http://donaldtrumppotus45.com/2017/03/06/breaking-the-fbi-just-confirmed-our-worst-fears-about-300-refugees-who-just-entered-the-us/,Fake,http://www.factcheck.org/2017/03/refugees-and-terrorism-investigations/,Fake,[],[]
419.0,http://www.religionmind.com/2017/02/expose-trump-allowed-this-black.html,Fake,http://www.snopes.com/black-homeless-woman-says-trump-allowed-live-trump-tower-rent-free/,Fake,[],[]
420.0,http://www.religionmind.com/2017/03/just-in-trump-signed-his-35th-executive.html,Fake,http://www.snopes.com/trump-ban-sharia-law/,Fake,[],[]
421.0,http://www.religionmind.com/2017/07/queen-elizabeth-canceled-trumps-visit.html,Fake,http://www.snopes.com/queen-elizabeth-london-mayor/,Fake,[],[]
422.0,http://www.religionmind.com/2016/10/dalai-lama-says-trump-is-threat-to.html,Fake,http://www.snopes.com/dalai-lama-trump-worse-than-hitler/,Fake,[],[]
424.0,http://realnewsrightnow.com/2017/09/new-20-bill-featuring-robert-e-lee-make-early-debut-southern-u-s/,Fake,http://www.snopes.com/robert-e-lee-20-bill/,Fake,"['RICHMOND, Va. – An updated version of the twenty-dollar bill featuring the American Confederate general Robert E. Lee is scheduled to make its debut in a handful of southern states later this month, a spokesperson for the U.S. Department of Treasury announced on Tuesday.', 'The new bill includes a portrait of the middle-aged Confederate general on its face while the reverse side features a scene depicting the Second Battle of Bull Run. “We are pleased to announce that the new twenty-dollar bill will make its debut on Monday, September 11th, in eleven states, including South Carolina, Mississippi, Florida, Virginia, Alabama, and Texas,” Treasury spokesperson Keith Davis announced during a press conference Tuesday morning.', 'The decision to replace the existing twenty-dollar banknote, which entered circulation in 1996, comes as President Donald J. Trump continues to work diligently to reverse his predecessor’s policies. “We had Barack Obama, who – for eight years and without any prior authorization from Congress – decided he was going to put Harriet Tubman on the twenty-dollar bill,” White House counselor Kellyanne Conway told CNN’s Wolf Blitzer. “Well, Wolf, he can’t do that,” Conway argued, continuing, “President Trump cares very deeply about the American people and he has said, time and time again, if we’re going to do it, we’ll replace one great man with another.”', 'Less than a week after Treasury Secretary Steve Mnuchin pointedly avoided voicing support for a $20 bill featuring Harriet Tubman, the Bureau of Engraving and Printing – the agency responsible for producing paper currency – released a statement saying “current color and shading capabilities limit our ability to adequately depict [Harriet Tubman] on most forms of U.S. currency.” The statement went on to say that increased shading would make the bill “too dark” and, therefore, more susceptible to counterfeiting.', 'Treasury spokesperson Keith Davis said the redesigned twenty-dollar bill is scheduled for a nationwide release on January 19, 2018, and will coincide with the 211th anniversary of General Robert E. Lee’s birthday, as requested by the White House.', 'R. Hobbus J.D. is an internationally acclaimed independent investigative journalist specializing in international politics, health, business, science, conflict resolution, history, geography, mathematics, social issues, feminism, space travel, civil rights, human rights... more', 'Thank you for Satire or not,what so ever!', 'Reading online news makes me feels cool!', 'You are fake', 'you are fake', 'Hey thats cool cant have a slave on our money they wasnt original to usa so its a good thing we do this he fought all the way its only fitting and proper they should do this after all they took down his flag and statues right', 'THIS BE FAKE NEWS. -_-', 'you be trues', 'wow, this is awesome!!!!! I can’t wait to go tell all my friends and family about this they’re gonna flip!!!!\nWhen can I get the new 20 and does that mean the old ones are gonna be rare?', 'dude, I like bananas and this seems pretty legit get me one of these new 20 bucks. How much do I have to pay to get my face on the hundo bill?', 'Fabricated content!', 'Your email address will not be published.', 'You may use these HTML tags and attributes:  <a href="""" title=""""> <abbr title=""""> <acronym title=""""> <b> <blockquote cite=""""> <cite> <code> <del datetime=""""> <em> <i> <q cite=""""> <s> <strike> <strong> ', ' Save my name, email, and website in this browser for the next time I comment.', ' Notify me of follow-up comments by email.', ' Notify me of new posts by email.', ' \n\n', '', 'This site uses Akismet to reduce spam. Learn how your comment data is processed.', 'Real News Right Now, LLC.']","['mee2khine2', 'mee2khine2', 'Juan Rija', 'Juan the Bomb', 'Robert e lee', 'Jeff', 'lizzie', 'stupid_bananas123', 'stupid_bananas123', 'spontaneous']"
430.0,http://www.revolutions2040.com/edward-snowden-osama-bin-laden-still-alive-living-bahamas/,Fake,http://www.snopes.com/snowden-bin-laden-alive/,Fake,[],[]
431.0,http://wazanews.tk/2017/07/22/breaking-hillary-clinton-third-heart-attack-docs-says-wont-survive/,Fake,http://www.politifact.com/punditfact/statements/2017/aug/03/blog-posting/hillary-clinton-not-dead-heart-attack-fake-news-si/,Fake,[],[]
432.0,http://www.revolutions2040.com/chinese-lunar-rover-finds-no-evidence-american-moon-landings/,Fake,http://www.politifact.com/truth-o-meter/statements/2017/jun/22/antinews/its-fake-news-chinese-lunar-rover-found-no-evidenc/,Fake,[],[]
433.0,http://www.revolutions2040.com/australia-becomes-worlds-microchipped-nation/,Fake,http://www.snopes.com/australia-becomes-first-country-to-begin-microchipping/,Fake,[],[]
434.0,http://www.revolutions2040.com/dr-gallo-invented-aids-depopulate-humanity/,Fake,http://www.snopes.com/robert-gallo-invented-hiv-aids/,Fake,[],[]
435.0,http://www.revolutions2040.com/putin-issues-international-arrest-warrant-george-soros-dead-alive/,Fake,http://www.snopes.com/putin-issues-arrest-warrant-for-george-soros/,Fake,[],[]
446.0,http://www.anonjekloy.tk/2017/01/barrack-obama-will-be-on-new-1-dollar.html,Fake,http://www.politifact.com/punditfact/statements/2017/feb/03/blog-posting/old-internet-claim-obama-will-be-new-1-bill-still-/,Fake,[],[]
449.0,http://www.anonjekloy.tk/2017/03/edward-snowden-osama-bin-laden-is-still.html,Fake,http://www.snopes.com/snowden-bin-laden-alive/,Fake,[],[]
450.0,http://www.anonjekloy.tk/2017/02/dhs-insider-cia-and-mossad-behind.html,Fake,http://www.snopes.com/pizzagate-conspiracy/,Fake,[],[]
